,Feature,true,internal,external,internal-diff,external-diff,Source,Algorithm,Dimension,Stat
16401,dissim-17 amplitude-silhouette-1-2 dim-1,0.0646353430598627,0.0977643958728047,0.0581551303287295,-0.0331290528129419,0.0064802127311331,dissim-17,amplitude-silhouette-1-2,dim-1,
16267,dissim-17 silhouette-2 dim-1 mean,0.0646353430598627,0.0977643958728047,0.0581551303287295,-0.0331290528129419,0.0064802127311331,dissim-17,silhouette-2,dim-1,mean
14871,dissim-14 silhouette-1 dim-2 skew,0.0608556873010494,0.097756253107043,0.0620223724739752,-0.0369005658059936,-0.0011666851729258,dissim-14,silhouette-1,dim-2,skew
13252,dissim-10 life all mean,0.0574656614618202,0.0977368655123206,0.0604895570008204,-0.0402712040505004,-0.0030238955390001,dissim-10,life,all,mean
9158,dissim-1 amplitude-silhouette-1-2 norm-1,0.0439981336509192,0.0977178317351915,0.0406609389548925,-0.0537196980842723,0.0033371946960267,dissim-1,amplitude-silhouette-1-2,norm-1,
17083,dissim-19 landscape dim-2 norm-2,0.0741119161603568,0.0977021985422715,0.056252732429118,-0.0235902823819146,0.0178591837312388,dissim-19,landscape,dim-2,norm-2
17287,dissim-19 amplitude-landscape-2-1 dim-2,0.0741119161603568,0.0977021985422715,0.056252732429118,-0.0235902823819146,0.0178591837312388,dissim-19,amplitude-landscape-2-1,dim-2,
4728,channel-22 amplitude-betti-2 dim-1,0.0502541209740413,0.0976949104408902,0.047343669202374,-0.0474407894668489,0.0029104517716672,channel-22,amplitude-betti-2,dim-1,
6845,channel-32 amplitude-landscape-2-2 dim-2,0.0581587100356287,0.0976892772556542,0.0575934395877652,-0.0395305672200255,0.0005652704478634,channel-32,amplitude-landscape-2-2,dim-2,
18758,dissim-22 bd2 all median,0.0541625339378164,0.0976870142470691,0.0484186064768313,-0.0435244803092526,0.0057439274609851,dissim-22,bd2,all,median
16572,dissim-18 betti dim-2 kurtosis,0.0317442271193485,0.0976856956859958,0.0317306961676252,-0.0659414685666473,1.3530951723343676e-05,dissim-18,betti,dim-2,kurtosis
5890,channel-28 betti dim-1 norm-2,0.0786108876061267,0.097676239953665,0.0894818809715491,-0.0190653523475383,-0.0108709933654224,channel-28,betti,dim-1,norm-2
5882,channel-28 betti dim-1 std,0.0786108876061267,0.097676239953665,0.0894818809715491,-0.0190653523475383,-0.0108709933654224,channel-28,betti,dim-1,std
19047,dissim-23 numberofpoints dim-4,0.0788098629322915,0.0976735957139257,0.0608930128355199,-0.0188637327816341,0.0179168500967715,dissim-23,numberofpoints,dim-4,
11370,dissim-6 amplitude-betti-1 dim-2,0.0621018974807314,0.0976679442657449,0.0604310819091668,-0.0355660467850135,0.0016708155715646,dissim-6,amplitude-betti-1,dim-2,
5225,channel-24 bd2 all skew,0.043350111208487,0.0976584467694715,0.0403835569759882,-0.0543083355609845,0.0029665542324987,channel-24,bd2,all,skew
15311,dissim-15 silhouette-1 dim-1 percentile-75,0.0530598906528507,0.0976512523527055,0.0541210920482047,-0.0445913616998548,-0.0010612013953539,dissim-15,silhouette-1,dim-1,percentile-75
13290,dissim-10 life dim-3 percentile-75,0.0492173769576646,0.0976335769677156,0.0531484399328209,-0.048416200010051,-0.0039310629751563,dissim-10,life,dim-3,percentile-75
3258,channel-15 amplitude-betti-2 dim-1,0.0636961187705767,0.0976302450198199,0.0617803896817255,-0.0339341262492431,0.0019157290888512,channel-15,amplitude-betti-2,dim-1,
10168,dissim-3 bd2 dim-2 max,0.0414157953212291,0.0976210251934638,0.0385962337907044,-0.0562052298722347,0.0028195615305246,dissim-3,bd2,dim-2,max
18765,dissim-22 bd2 dim-1 mean,0.0576405444063762,0.0976070550054781,0.0577193134405815,-0.0399665105991019,-7.876903420529768e-05,dissim-22,bd2,dim-1,mean
8230,channel-39 landscape dim-2 kurtosis,0.0536489747066638,0.0976023152409488,0.0537071116592084,-0.043953340534285,-5.813695254465456e-05,channel-39,landscape,dim-2,kurtosis
9367,dissim-2 landscape dim-1 percentile-75,0.0375192110276367,0.0975931405729603,0.0333407817776222,-0.0600739295453236,0.0041784292500144,dissim-2,landscape,dim-1,percentile-75
14299,dissim-13 betti dim-1 norm-2,0.0564937390477848,0.0975914314858317,0.0642687681687438,-0.0410976924380469,-0.0077750291209589,dissim-13,betti,dim-1,norm-2
14291,dissim-13 betti dim-1 std,0.0564937390477848,0.0975914314858317,0.0642687681687438,-0.0410976924380469,-0.0077750291209589,dissim-13,betti,dim-1,std
3240,channel-15 numberofpoints dim-1,0.0916476141343595,0.0975868143135134,0.0856495393549014,-0.0059392001791538,0.0059980747794581,channel-15,numberofpoints,dim-1,
1455,channel-6 bd2 dim-1 kurtosis,0.0490030187723257,0.0975844041427185,0.0445476010635562,-0.0485813853703927,0.0044554177087695,channel-6,bd2,dim-1,kurtosis
14560,dissim-13 amplitude-landscape-1-1 norm-2,0.0396523618318939,0.0975710283090666,0.0338806152315031,-0.0579186664771726,0.0057717466003908,dissim-13,amplitude-landscape-1-1,norm-2,
15999,dissim-16 life dim-2 skew,0.0358538535832859,0.0975693873539193,0.0421766796183032,-0.0617155337706334,-0.0063228260350173,dissim-16,life,dim-2,skew
9098,dissim-1 amplitude-wasserstein-2 dim-2,0.0687443318606814,0.0975565640351847,0.0703993185926626,-0.0288122321745032,-0.0016549867319811,dissim-1,amplitude-wasserstein-2,dim-2,
9206,dissim-1 life dim-2 norm-2,0.0687443318606814,0.0975565640351847,0.0703993185926626,-0.0288122321745032,-0.0016549867319811,dissim-1,life,dim-2,norm-2
4827,channel-22 bd2 dim-2 skew,0.0417998636200043,0.0975565364900372,0.0265248866256848,-0.0557566728700329,0.0152749769943195,channel-22,bd2,dim-2,skew
12103,dissim-8 landscape dim-3 std,0.0774669077223062,0.097552676076652,0.0581246376007854,-0.0200857683543457,0.0193422701215207,dissim-8,landscape,dim-3,std
2540,channel-12 betti dim-2 norm-1,0.0703182697805044,0.0975483801547262,0.0678594139854265,-0.0272301103742217,0.0024588557950779,channel-12,betti,dim-2,norm-1
18753,dissim-22 bd2 all max,0.0547718230146103,0.0975459832890122,0.0506025918106872,-0.0427741602744018,0.004169231203923,dissim-22,bd2,all,max
10038,dissim-3 amplitude-landscape-2-1 dim-1,0.0505570153138369,0.097529543723391,0.0582494429959958,-0.0469725284095541,-0.0076924276821589,dissim-3,amplitude-landscape-2-1,dim-1,
9824,dissim-3 landscape dim-1 norm-2,0.0505570153138369,0.097529543723391,0.0582494429959958,-0.0469725284095541,-0.0076924276821589,dissim-3,landscape,dim-1,norm-2
8187,channel-38 bd2 dim-2 skew,0.0460473858948904,0.0974748498644313,0.0459432559230083,-0.0514274639695408,0.0001041299718821,channel-38,bd2,dim-2,skew
15360,dissim-15 silhouette-2 dim-1 max,0.0651508114824989,0.0974662375172605,0.0586144407623093,-0.0323154260347615,0.0065363707201896,dissim-15,silhouette-2,dim-1,max
6948,channel-33 betti dim-2 kurtosis,0.0627866944564629,0.0974652630839501,0.0696987469941357,-0.0346785686274872,-0.0069120525376728,channel-33,betti,dim-2,kurtosis
18427,dissim-22 landscape dim-1 percentile-75,0.0545884247995763,0.0974574547497856,0.0379267446925755,-0.0428690299502092,0.0166616801070008,dissim-22,landscape,dim-1,percentile-75
14546,dissim-13 amplitude-betti-1 norm-2,0.0762381675531999,0.0974488632025025,0.0721839806228381,-0.0212106956493026,0.0040541869303617,dissim-13,amplitude-betti-1,norm-2,
14978,dissim-14 amplitude-bottleneck norm-2,0.0582283716940219,0.0974458454874399,0.0562662852291219,-0.0392174737934179,0.0019620864648999,dissim-14,amplitude-bottleneck,norm-2,
15324,dissim-15 silhouette-1 dim-2 skew,0.0517673246741732,0.0973954580440433,0.0402922854552345,-0.04562813336987,0.0114750392189387,dissim-15,silhouette-1,dim-2,skew
4921,channel-23 numberofpoints dim-2,0.0426047939859692,0.0973903806743017,0.0408386238939869,-0.0547855866883324,0.0017661700919822,channel-23,numberofpoints,dim-2,
7100,channel-33 life dim-2 percentile-25,0.059897230843999,0.0973854728582208,0.0698321884707628,-0.0374882420142218,-0.0099349576267638,channel-33,life,dim-2,percentile-25
14985,dissim-14 amplitude-wasserstein-1 norm-2,0.0510566253794178,0.0973742261954346,0.0540893246667033,-0.0463176008160167,-0.0030326992872854,dissim-14,amplitude-wasserstein-1,norm-2,
18176,dissim-21 amplitude-betti-2 norm-1,0.083383583760246,0.0973628896333785,0.0782075455868163,-0.0139793058731324,0.0051760381734296,dissim-21,amplitude-betti-2,norm-1,
12616,dissim-9 silhouette-1 dim-3 kurtosis,0.05130304989882,0.0973585542404808,0.0457538099926622,-0.0460555043416607,0.0055492399061577,dissim-9,silhouette-1,dim-3,kurtosis
14852,dissim-14 silhouette-1 dim-1 max,0.0431314570960407,0.0973549474897381,0.0400207223947878,-0.0542234903936974,0.0031107347012528,dissim-14,silhouette-1,dim-1,max
10219,dissim-4 betti dim-1 kurtosis,0.0342499325504021,0.0973529815188922,0.0389693940645865,-0.06310304896849,-0.0047194615141843,dissim-4,betti,dim-1,kurtosis
12879,dissim-9 bd2 dim-1 percentile-25,0.0754253422920833,0.0973361791419598,0.0691674881931623,-0.0219108368498765,0.0062578540989209,dissim-9,bd2,dim-1,percentile-25
10064,dissim-3 amplitude-silhouette-1-2 norm-1,0.0496674650927634,0.0973350537330234,0.0467804621197216,-0.0476675886402599,0.0028870029730418,dissim-3,amplitude-silhouette-1-2,norm-1,
7880,channel-37 amplitude-betti-2 norm-1,0.04768475918846,0.0973245050108597,0.0420912571582473,-0.0496397458223997,0.0055935020302126,channel-37,amplitude-betti-2,norm-1,
7668,channel-36 amplitude-betti-2 dim-1,0.0417086235386575,0.0972636588572079,0.0426711383569134,-0.0555550353185503,-0.0009625148182559,channel-36,amplitude-betti-2,dim-1,
9593,dissim-2 amplitude-landscape-2-2 dim-2,0.05390082931029,0.0972474147104238,0.0455339770493851,-0.0433465854001337,0.0083668522609048,dissim-2,amplitude-landscape-2-2,dim-2,
14617,dissim-13 life all kurtosis,0.0645498277717381,0.0972328283467949,0.0537857806773322,-0.0326830005750567,0.0107640470944059,dissim-13,life,all,kurtosis
7491,channel-35 amplitude-silhouette-2-2 dim-2,0.0686970943530386,0.0972328137577191,0.0619331373640848,-0.0285357194046804,0.0067639569889537,channel-35,amplitude-silhouette-2-2,dim-2,
7437,channel-35 silhouette-2 dim-2 norm-2,0.0686970943530386,0.0972328137577191,0.0619331373640848,-0.0285357194046804,0.0067639569889537,channel-35,silhouette-2,dim-2,norm-2
13663,dissim-11 amplitude-landscape-2-1 dim-2,0.0488464922886205,0.0972281108233441,0.0553882470807858,-0.0483816185347236,-0.0065417547921653,dissim-11,amplitude-landscape-2-1,dim-2,
13459,dissim-11 landscape dim-2 norm-2,0.0488464922886205,0.0972281108233441,0.0553882470807858,-0.0483816185347236,-0.0065417547921653,dissim-11,landscape,dim-2,norm-2
10469,dissim-4 amplitude-betti-1 norm-2,0.0605818574736623,0.0972280064833186,0.0673961379919999,-0.0366461490096563,-0.0068142805183375,dissim-4,amplitude-betti-1,norm-2,
11738,dissim-7 silhouette-2 dim-1 std,0.0600323837846806,0.0972210431039309,0.0522856496790322,-0.0371886593192502,0.0077467341056483,dissim-7,silhouette-2,dim-1,std
13656,dissim-11 amplitude-landscape-1-2 dim-2,0.0624265842647644,0.0972206599375073,0.060635071669466,-0.0347940756727429,0.0017915125952983,dissim-11,amplitude-landscape-1-2,dim-2,
7429,channel-35 silhouette-2 dim-2 std,0.0682558104936763,0.097202862373373,0.0624902574858839,-0.0289470518796967,0.0057655530077924,channel-35,silhouette-2,dim-2,std
4839,channel-23 betti dim-1 norm-1,0.0496715012195377,0.0972014824762734,0.0562569209441838,-0.0475299812567357,-0.0065854197246461,channel-23,betti,dim-1,norm-1
10499,dissim-4 amplitude-landscape-2-2 dim-2,0.0586277936591154,0.0971965155231908,0.0576358574029156,-0.0385687218640754,0.0009919362561997,dissim-4,amplitude-landscape-2-2,dim-2,
18624,dissim-22 amplitude-betti-2 dim-1,0.0652646186420305,0.0971859778857685,0.0718892375601526,-0.031921359243738,-0.006624618918122,dissim-22,amplitude-betti-2,dim-1,
2541,channel-12 betti dim-2 norm-2,0.0577615591144356,0.0971764336953683,0.0529466885669585,-0.0394148745809326,0.0048148705474771,channel-12,betti,dim-2,norm-2
2533,channel-12 betti dim-2 std,0.0577615591144356,0.0971764336953683,0.0529466885669585,-0.0394148745809326,0.0048148705474771,channel-12,betti,dim-2,std
17656,dissim-20 silhouette-2 dim-3 norm-1,0.056630328877887,0.097170144822843,0.0461087426671495,-0.040539815944956,0.0105215862107374,dissim-20,silhouette-2,dim-3,norm-1
17762,dissim-20 amplitude-silhouette-1-2 dim-3,0.056630328877887,0.097170144822843,0.0461087426671495,-0.040539815944956,0.0105215862107374,dissim-20,amplitude-silhouette-1-2,dim-3,
17648,dissim-20 silhouette-2 dim-3 mean,0.056630328877887,0.097170144822843,0.0461087426671495,-0.040539815944956,0.0105215862107374,dissim-20,silhouette-2,dim-3,mean
17650,dissim-20 silhouette-2 dim-3 sum,0.056630328877887,0.097170144822843,0.0461087426671495,-0.040539815944956,0.0105215862107374,dissim-20,silhouette-2,dim-3,sum
3163,channel-15 betti dim-2 std,0.061892916086434,0.0971564194978211,0.0602158792715887,-0.035263503411387,0.0016770368148453,channel-15,betti,dim-2,std
3171,channel-15 betti dim-2 norm-2,0.061892916086434,0.0971564194978211,0.0602158792715887,-0.035263503411387,0.0016770368148453,channel-15,betti,dim-2,norm-2
5412,channel-25 life dim-1 kurtosis,0.0759294464978214,0.0971408738096012,0.0656432834742317,-0.0212114273117798,0.0102861630235897,channel-25,life,dim-1,kurtosis
12544,dissim-9 landscape dim-2 mean,0.051605820961475,0.0971314566430493,0.0539057932581247,-0.0455256356815742,-0.0022999722966496,dissim-9,landscape,dim-2,mean
12552,dissim-9 landscape dim-2 norm-1,0.051605820961475,0.0971314566430493,0.0539057932581247,-0.0455256356815742,-0.0022999722966496,dissim-9,landscape,dim-2,norm-1
12546,dissim-9 landscape dim-2 sum,0.051605820961475,0.0971314566430493,0.0539057932581247,-0.0455256356815742,-0.0022999722966496,dissim-9,landscape,dim-2,sum
12743,dissim-9 amplitude-landscape-1-1 dim-2,0.051605820961475,0.0971314566430493,0.0539057932581247,-0.0455256356815742,-0.0022999722966496,dissim-9,amplitude-landscape-1-1,dim-2,
10395,dissim-4 silhouette-2 dim-2 kurtosis,0.0540783057621398,0.0971304728885637,0.0406172839558421,-0.0430521671264239,0.0134610218062977,dissim-4,silhouette-2,dim-2,kurtosis
18319,dissim-21 bd2 dim-1 skew,0.0420945226539464,0.0970843607114635,0.0454099042287201,-0.0549898380575171,-0.0033153815747736,dissim-21,bd2,dim-1,skew
12751,dissim-9 amplitude-landscape-1-2 dim-3,0.0536555465531643,0.0970798288831517,0.0570482498732297,-0.0434242823299874,-0.0033927033200654,dissim-9,amplitude-landscape-1-2,dim-3,
12192,dissim-8 silhouette-2 dim-1 sum,0.0583162682026735,0.0970769331765311,0.0459305687228664,-0.0387606649738576,0.0123856994798071,dissim-8,silhouette-2,dim-1,sum
12198,dissim-8 silhouette-2 dim-1 norm-1,0.0583162682026735,0.0970769331765311,0.0459305687228664,-0.0387606649738576,0.0123856994798071,dissim-8,silhouette-2,dim-1,norm-1
12190,dissim-8 silhouette-2 dim-1 mean,0.0583162682026735,0.0970769331765311,0.0459305687228664,-0.0387606649738576,0.0123856994798071,dissim-8,silhouette-2,dim-1,mean
12324,dissim-8 amplitude-silhouette-1-2 dim-1,0.0583162682026735,0.0970769331765311,0.0459305687228664,-0.0387606649738576,0.0123856994798071,dissim-8,amplitude-silhouette-1-2,dim-1,
10804,dissim-5 silhouette-1 dim-3 kurtosis,0.0664241419027449,0.0970726160109384,0.0566707341560747,-0.0306484741081934,0.0097534077466702,dissim-5,silhouette-1,dim-3,kurtosis
9655,dissim-2 life dim-2 percentile-75,0.0683378011706958,0.0970589089791729,0.0595396886234497,-0.028721107808477,0.0087981125472461,dissim-2,life,dim-2,percentile-75
8097,channel-38 amplitude-landscape-1-2 dim-2,0.063221234265698,0.0970588076608967,0.0651768018017137,-0.0338375733951987,-0.0019555675360156,channel-38,amplitude-landscape-1-2,dim-2,
11457,dissim-6 life dim-1 kurtosis,0.0469663399987231,0.0970324431599885,0.0459579360980972,-0.0500661031612654,0.0010084039006258,dissim-6,life,dim-1,kurtosis
14678,dissim-13 bd2 all std,0.0451809125837,0.0970312407223402,0.0388065017877798,-0.0518503281386402,0.0063744107959202,dissim-13,bd2,all,std
4200,channel-20 betti dim-1 max,0.0506062496362436,0.0970080669639545,0.0586784456253557,-0.0464018173277108,-0.0080721959891121,channel-20,betti,dim-1,max
15090,dissim-14 life dim-2 median,0.0404725838782727,0.0969925821368214,0.0503488353776074,-0.0565199982585487,-0.0098762514993347,dissim-14,life,dim-2,median
10455,dissim-4 amplitude-wasserstein-1 norm-2,0.0660962494278418,0.0969735196630877,0.0631058962673666,-0.0308772702352459,0.0029903531604752,dissim-4,amplitude-wasserstein-1,norm-2,
14266,dissim-12 bd2 dim-3 norm-2,0.0688978265701547,0.0969630998501372,0.0596713660800999,-0.0280652732799825,0.0092264604900547,dissim-12,bd2,dim-3,norm-2
13952,dissim-12 silhouette-1 dim-1 percentile-75,0.0628394901474889,0.096935067633001,0.0537338625863668,-0.0340955774855121,0.009105627561122,dissim-12,silhouette-1,dim-1,percentile-75
13446,dissim-11 landscape dim-1 skew,0.0595045866890919,0.0969330191226814,0.0580514164230588,-0.0374284324335895,0.0014531702660331,dissim-11,landscape,dim-1,skew
163,channel-0 life dim-1 skew,0.0402233633606396,0.0969219964045246,0.0412486105848083,-0.056698633043885,-0.0010252472241686,channel-0,life,dim-1,skew
10091,dissim-3 life dim-1 max,0.0430360929840863,0.0969003636539566,0.0460353580490116,-0.0538642706698702,-0.0029992650649252,dissim-3,life,dim-1,max
9989,dissim-3 amplitude-bottleneck dim-1,0.0430360929840863,0.0969003636539566,0.0460353580490116,-0.0538642706698702,-0.0029992650649252,dissim-3,amplitude-bottleneck,dim-1,
8477,dissim-0 landscape dim-3 max,0.0506392331244612,0.0968804619118916,0.0540968897724424,-0.0462412287874304,-0.0034576566479812,dissim-0,landscape,dim-3,max
7847,channel-37 silhouette-2 dim-2 max,0.0598365611727297,0.0968691491902281,0.0662408416485237,-0.0370325880174984,-0.006404280475794,channel-37,silhouette-2,dim-2,max
13555,dissim-11 silhouette-2 dim-1 kurtosis,0.0591531490064974,0.0968581334600751,0.0522401042064533,-0.0377049844535776,0.006913044800044,dissim-11,silhouette-2,dim-1,kurtosis
11203,dissim-6 landscape dim-3 skew,0.0363014506357138,0.0968516902520114,0.0504288563577862,-0.0605502396162975,-0.0141274057220724,dissim-6,landscape,dim-3,skew
17786,dissim-20 life all median,0.054766793806452,0.0968479293114676,0.040285312464148,-0.0420811355050156,0.014481481342304,dissim-20,life,all,median
8895,dissim-1 betti dim-4 norm-1,0.0540312416517768,0.0968432014974844,0.0407587722919736,-0.0428119598457076,0.0132724693598031,dissim-1,betti,dim-4,norm-1
10463,dissim-4 amplitude-betti-1 dim-1,0.0638184203680175,0.0967989538624186,0.0599426521999682,-0.0329805334944011,0.0038757681680492,dissim-4,amplitude-betti-1,dim-1,
13261,dissim-10 life all norm-2,0.0526053648086802,0.0967945753547831,0.0535695123257678,-0.0441892105461029,-0.0009641475170875,dissim-10,life,all,norm-2
13180,dissim-10 amplitude-wasserstein-2 norm-2,0.0526053648086802,0.0967945753547831,0.0535695123257678,-0.0441892105461029,-0.0009641475170875,dissim-10,amplitude-wasserstein-2,norm-2,
639,channel-3 betti dim-1 norm-1,0.0690234524769023,0.0967797749572942,0.0602015769734303,-0.0277563224803918,0.008821875503472,channel-3,betti,dim-1,norm-1
18337,dissim-21 bd2 dim-3 percentile-25,0.0696998824570172,0.0967769599147898,0.0594854291575199,-0.0270770774577726,0.0102144532994972,dissim-21,bd2,dim-3,percentile-25
18672,dissim-22 amplitude-silhouette-1-2 norm-2,0.0423033714290598,0.096774636053587,0.0411877041118117,-0.0544712646245272,0.0011156673172481,dissim-22,amplitude-silhouette-1-2,norm-2,
8820,dissim-0 bd2 dim-3 max,0.0492883212055093,0.0967744140427576,0.0503471796228434,-0.0474860928372483,-0.0010588584173341,dissim-0,bd2,dim-3,max
2995,channel-14 silhouette-1 dim-2 max,0.07480841138327,0.0967729980139716,0.0755037217097568,-0.0219645866307015,-0.0006953103264868,channel-14,silhouette-1,dim-2,max
11639,dissim-7 landscape dim-2 std,0.0430886705665087,0.0967613767326187,0.0519320879955748,-0.0536727061661099,-0.008843417429066,dissim-7,landscape,dim-2,std
18951,dissim-23 silhouette-1 dim-3 max,0.0822048071364259,0.0967375750181124,0.073489693078361,-0.0145327678816865,0.0087151140580649,dissim-23,silhouette-1,dim-3,max
8081,channel-38 amplitude-wasserstein-2 dim-2,0.0648691599983046,0.0967237791377249,0.0575370700874233,-0.0318546191394203,0.0073320899108813,channel-38,amplitude-wasserstein-2,dim-2,
8156,channel-38 life dim-2 norm-2,0.0648691599983046,0.0967237791377249,0.0575370700874233,-0.0318546191394203,0.0073320899108813,channel-38,life,dim-2,norm-2
5569,channel-26 amplitude-betti-2 dim-2,0.0947833596084128,0.0966758960409959,0.0811440608047516,-0.001892536432583,0.0136392988036611,channel-26,amplitude-betti-2,dim-2,
1280,channel-6 betti dim-2 norm-1,0.0653910629336114,0.0966710096240327,0.0738208247518035,-0.0312799466904212,-0.0084297618181921,channel-6,betti,dim-2,norm-1
13181,dissim-10 amplitude-betti-1 dim-1,0.0758540154091392,0.0966373090027923,0.0658437861140835,-0.020783293593653,0.0100102292950557,dissim-10,amplitude-betti-1,dim-1,
10230,dissim-4 betti dim-2 kurtosis,0.0405127858059112,0.0966330992850345,0.0464215684453749,-0.0561203134791233,-0.0059087826394636,dissim-4,betti,dim-2,kurtosis
15085,dissim-14 life dim-2 max,0.067412174048568,0.0966207925173197,0.0555372894080946,-0.0292086184687517,0.0118748846404733,dissim-14,life,dim-2,max
14973,dissim-14 amplitude-bottleneck dim-2,0.067412174048568,0.0966207925173197,0.0555372894080946,-0.0292086184687517,0.0118748846404733,dissim-14,amplitude-bottleneck,dim-2,
17070,dissim-19 landscape dim-1 skew,0.0543706889685488,0.0965938880367046,0.0526310730721718,-0.0422231990681557,0.001739615896377,dissim-19,landscape,dim-1,skew
9422,dissim-2 silhouette-1 dim-1 percentile-75,0.0407318227635069,0.0965918345323016,0.0477117670699274,-0.0558600117687946,-0.0069799443064204,dissim-2,silhouette-1,dim-1,percentile-75
15723,dissim-16 landscape dim-2 norm-1,0.0482029047507177,0.0965876162278257,0.0426054445691829,-0.048384711477108,0.0055974601815347,dissim-16,landscape,dim-2,norm-1
15717,dissim-16 landscape dim-2 sum,0.0482029047507177,0.0965876162278257,0.0426054445691829,-0.048384711477108,0.0055974601815347,dissim-16,landscape,dim-2,sum
15914,dissim-16 amplitude-landscape-1-1 dim-2,0.0482029047507177,0.0965876162278257,0.0426054445691829,-0.048384711477108,0.0055974601815347,dissim-16,amplitude-landscape-1-1,dim-2,
15715,dissim-16 landscape dim-2 mean,0.0482029047507177,0.0965876162278257,0.0426054445691829,-0.048384711477108,0.0055974601815347,dissim-16,landscape,dim-2,mean
4981,channel-23 life all kurtosis,0.0574853120374142,0.0965834032416779,0.0410366701181208,-0.0390980912042636,0.0164486419192934,channel-23,life,all,kurtosis
15091,dissim-14 life dim-2 percentile-75,0.0458014228286547,0.0965796196694468,0.0404336717595995,-0.050778196840792,0.0053677510690552,dissim-14,life,dim-2,percentile-75
4210,channel-20 betti dim-1 norm-2,0.0627062212943599,0.0965781370888411,0.0623999754120783,-0.0338719157944811,0.0003062458822816,channel-20,betti,dim-1,norm-2
4202,channel-20 betti dim-1 std,0.0627062212943599,0.0965781370888411,0.0623999754120783,-0.0338719157944811,0.0003062458822816,channel-20,betti,dim-1,std
11870,dissim-7 amplitude-silhouette-1-1 norm-2,0.0530902506992812,0.0965734416530638,0.048194608051454,-0.0434831909537825,0.0048956426478272,dissim-7,amplitude-silhouette-1-1,norm-2,
9559,dissim-2 amplitude-betti-1 dim-3,0.063598152183702,0.0965688333530891,0.0568692826190087,-0.032970681169387,0.0067288695646933,dissim-2,amplitude-betti-1,dim-3,
5306,channel-25 silhouette-1 dim-2 mean,0.0514215178890845,0.0965430298011501,0.0524512275419202,-0.0451215119120655,-0.0010297096528357,channel-25,silhouette-1,dim-2,mean
5379,channel-25 amplitude-silhouette-1-1 dim-2,0.0514215178890845,0.0965430298011501,0.0524512275419202,-0.0451215119120655,-0.0010297096528357,channel-25,amplitude-silhouette-1-1,dim-2,
5314,channel-25 silhouette-1 dim-2 norm-1,0.0514215178890845,0.0965430298011501,0.0524512275419202,-0.0451215119120655,-0.0010297096528357,channel-25,silhouette-1,dim-2,norm-1
5308,channel-25 silhouette-1 dim-2 sum,0.0514215178890845,0.0965430298011501,0.0524512275419202,-0.0451215119120655,-0.0010297096528357,channel-25,silhouette-1,dim-2,sum
17120,dissim-19 silhouette-1 dim-1 sum,0.0372978555250643,0.0965358416816483,0.0326567676341121,-0.0592379861565839,0.0046410878909522,dissim-19,silhouette-1,dim-1,sum
17300,dissim-19 amplitude-silhouette-1-1 dim-1,0.0372978555250643,0.0965358416816483,0.0326567676341121,-0.0592379861565839,0.0046410878909522,dissim-19,amplitude-silhouette-1-1,dim-1,
17126,dissim-19 silhouette-1 dim-1 norm-1,0.0372978555250643,0.0965358416816483,0.0326567676341121,-0.0592379861565839,0.0046410878909522,dissim-19,silhouette-1,dim-1,norm-1
17118,dissim-19 silhouette-1 dim-1 mean,0.0372978555250643,0.0965358416816483,0.0326567676341121,-0.0592379861565839,0.0046410878909522,dissim-19,silhouette-1,dim-1,mean
4107,channel-19 amplitude-landscape-1-2 dim-2,0.0470354912412072,0.0964375233668058,0.0445161321644887,-0.0494020321255986,0.0025193590767184,channel-19,amplitude-landscape-1-2,dim-2,
1743,channel-8 silhouette-1 dim-2 skew,0.0694184180533736,0.0964168280804778,0.0760771731233399,-0.0269984100271041,-0.0066587550699662,channel-8,silhouette-1,dim-2,skew
15445,dissim-15 amplitude-wasserstein-2 norm-2,0.0684191060792468,0.0964115093807984,0.0554449692211538,-0.0279924033015515,0.012974136858093,dissim-15,amplitude-wasserstein-2,norm-2,
15526,dissim-15 life all norm-2,0.0684191060792468,0.0964115093807984,0.0554449692211538,-0.0279924033015515,0.012974136858093,dissim-15,life,all,norm-2
17271,dissim-19 amplitude-betti-2 norm-2,0.086470345150779,0.09639653221235,0.0750707910746047,-0.0099261870615709,0.0113995540761743,dissim-19,amplitude-betti-2,norm-2,
7439,channel-35 entropy dim-2,0.0885562519494174,0.0963760719571876,0.0630798547390015,-0.0078198200077701,0.0254763972104159,channel-35,entropy,dim-2,
10104,dissim-3 life dim-2 std,0.055387786082583,0.0963680160920665,0.0515051058700098,-0.0409802300094834,0.0038826802125732,dissim-3,life,dim-2,std
7524,channel-35 life dim-2 skew,0.0496776900910494,0.0963565924193871,0.0374006022558455,-0.0466789023283377,0.0122770878352039,channel-35,life,dim-2,skew
11285,dissim-6 silhouette-2 dim-1 std,0.0445321903982378,0.0963459596782046,0.0456410021255623,-0.0518137692799667,-0.0011088117273244,dissim-6,silhouette-2,dim-1,std
18165,dissim-21 amplitude-betti-1 dim-2,0.0658999142340804,0.0963305597810565,0.0695205683664521,-0.030430645546976,-0.0036206541323716,dissim-21,amplitude-betti-1,dim-2,
17094,dissim-19 landscape dim-3 norm-2,0.0454590334315866,0.0963293710611104,0.0428467578960223,-0.0508703376295237,0.0026122755355643,dissim-19,landscape,dim-3,norm-2
