,Feature,true,internal,external,internal-diff,external-diff,Source,Algorithm,Dimension,Stat
4133,channel-19 amplitude-silhouette-2-2 norm-2,0.1250267333047349,0.1463646410667852,0.115579529453955,-0.0213379077620503,0.0094472038507798,channel-19,amplitude-silhouette-2-2,norm-2,
11055,dissim-5 bd2 all sum,0.0832716204317022,0.1463593361768682,0.0889637007019375,-0.0630877157451659,-0.0056920802702352,dissim-5,bd2,all,sum
11061,dissim-5 bd2 all norm-1,0.0832716204317022,0.1463593361768682,0.0889637007019375,-0.0630877157451659,-0.0056920802702352,dissim-5,bd2,all,norm-1
8010,channel-38 landscape dim-1 skew,0.0763284451359526,0.1463589450634376,0.0906633151425615,-0.070030499927485,-0.0143348700066088,channel-38,landscape,dim-1,skew
18563,dissim-22 silhouette-2 dim-3 norm-2,0.0400948945311304,0.1462360142199087,0.0597577269278055,-0.1061411196887783,-0.0196628323966751,dissim-22,silhouette-2,dim-3,norm-2
18682,dissim-22 amplitude-silhouette-2-2 dim-3,0.0400948945311304,0.1462360142199087,0.0597577269278055,-0.1061411196887783,-0.0196628323966751,dissim-22,amplitude-silhouette-2-2,dim-3,
5301,channel-25 silhouette-1 dim-1 kurtosis,0.1367294414622591,0.1462317146396587,0.1075058133996706,-0.0095022731773996,0.0292236280625885,channel-25,silhouette-1,dim-1,kurtosis
8319,channel-39 amplitude-silhouette-1-1 dim-2,0.0785513028474919,0.1461261290143761,0.0844940308428661,-0.0675748261668841,-0.0059427279953741,channel-39,amplitude-silhouette-1-1,dim-2,
8248,channel-39 silhouette-1 dim-2 sum,0.0785513028474919,0.1461261290143761,0.0844940308428661,-0.0675748261668841,-0.0059427279953741,channel-39,silhouette-1,dim-2,sum
8254,channel-39 silhouette-1 dim-2 norm-1,0.0785513028474919,0.1461261290143761,0.0844940308428661,-0.0675748261668841,-0.0059427279953741,channel-39,silhouette-1,dim-2,norm-1
8246,channel-39 silhouette-1 dim-2 mean,0.0785513028474919,0.1461261290143761,0.0844940308428661,-0.0675748261668841,-0.0059427279953741,channel-39,silhouette-1,dim-2,mean
8223,channel-39 landscape dim-2 max,0.0723420315809143,0.146031588484348,0.071889063918495,-0.0736895569034337,0.0004529676624192,channel-39,landscape,dim-2,max
19561,overall bd2 dim-3 norm-1,0.1248182607040355,0.1459962077129201,0.0947061811628004,-0.0211779470088845,0.030112079541235,overall,bd2,dim-3,norm-1
19555,overall bd2 dim-3 sum,0.1248182607040355,0.1459962077129201,0.0947061811628004,-0.0211779470088845,0.030112079541235,overall,bd2,dim-3,sum
8521,dissim-0 silhouette-1 dim-2 max,0.0523652903118114,0.1459897194670464,0.0437215560629372,-0.0936244291552349,0.0086437342488742,dissim-0,silhouette-1,dim-2,max
4661,channel-22 landscape dim-2 skew,0.0660480604181807,0.1459669160350503,0.0706481966630732,-0.0799188556168696,-0.0046001362448925,channel-22,landscape,dim-2,skew
8057,channel-38 silhouette-2 dim-2 max,0.0643012715889127,0.1458287488175986,0.0476871867111071,-0.0815274772286859,0.0166140848778055,channel-38,silhouette-2,dim-2,max
18958,dissim-23 silhouette-1 dim-3 kurtosis,0.1082954387845371,0.1458032556263913,0.111559607757424,-0.0375078168418541,-0.0032641689728868,dissim-23,silhouette-1,dim-3,kurtosis
18110,dissim-21 silhouette-2 dim-3 norm-2,0.0575422148538805,0.1457103672761461,0.0550847026076862,-0.0881681524222655,0.0024575122461943,dissim-21,silhouette-2,dim-3,norm-2
18229,dissim-21 amplitude-silhouette-2-2 dim-3,0.0575422148538805,0.1457103672761461,0.0550847026076862,-0.0881681524222655,0.0024575122461943,dissim-21,amplitude-silhouette-2-2,dim-3,
1575,channel-7 amplitude-betti-1 dim-2,0.1568635921201866,0.1456975710719625,0.1357816092338578,0.0111660210482241,0.0210819828863288,channel-7,amplitude-betti-1,dim-2,
1511,channel-7 landscape dim-2 skew,0.0739246824887154,0.1456805491716598,0.0769731308995488,-0.0717558666829444,-0.0030484484108333,channel-7,landscape,dim-2,skew
6042,channel-28 life dim-1 kurtosis,0.0871173915125235,0.1456683909414203,0.0731647470172466,-0.0585509994288968,0.0139526444952768,channel-28,life,dim-1,kurtosis
14588,dissim-13 amplitude-silhouette-1-1 norm-2,0.0690252051670134,0.145643238978805,0.063162276543287,-0.0766180338117915,0.0058629286237263,dissim-13,amplitude-silhouette-1-1,norm-2,
7651,channel-36 numberofpoints dim-2,0.0966438102722261,0.1455949337175442,0.0851723501004745,-0.048951123445318,0.0114714601717515,channel-36,numberofpoints,dim-2,
8649,dissim-0 amplitude-wasserstein-2 norm-1,0.0865349380171629,0.1455072833644523,0.0847963697963602,-0.0589723453472894,0.0017385682208026,dissim-0,amplitude-wasserstein-2,norm-1,
3275,channel-15 amplitude-landscape-2-2 dim-2,0.1069848437215353,0.145495800784997,0.1095297433436445,-0.0385109570634616,-0.0025448996221091,channel-15,amplitude-landscape-2-2,dim-2,
11090,dissim-5 bd2 dim-3 median,0.0530044419317542,0.1453844915607147,0.0529726722967801,-0.0923800496289604,3.176963497407426e-05,dissim-5,bd2,dim-3,median
6551,channel-31 landscape dim-2 skew,0.0480863642595203,0.1453594062531316,0.0695597119252528,-0.0972730419936112,-0.0214733476657324,channel-31,landscape,dim-2,skew
11385,dissim-6 amplitude-landscape-1-1 dim-3,0.0451218806261997,0.1453156314340573,0.0514663122743122,-0.1001937508078576,-0.0063444316481125,dissim-6,amplitude-landscape-1-1,dim-3,
11198,dissim-6 landscape dim-3 sum,0.0451218806261997,0.1453156314340573,0.0514663122743122,-0.1001937508078576,-0.0063444316481125,dissim-6,landscape,dim-3,sum
11196,dissim-6 landscape dim-3 mean,0.0451218806261997,0.1453156314340573,0.0514663122743122,-0.1001937508078576,-0.0063444316481125,dissim-6,landscape,dim-3,mean
11204,dissim-6 landscape dim-3 norm-1,0.0451218806261997,0.1453156314340573,0.0514663122743122,-0.1001937508078576,-0.0063444316481125,dissim-6,landscape,dim-3,norm-1
3757,channel-17 bd2 all norm-2,0.1385193753397139,0.1452904964644438,0.1309021630404632,-0.0067711211247298,0.0076172122992506,channel-17,bd2,all,norm-2
18500,dissim-22 silhouette-1 dim-3 std,0.0465167027876453,0.1452674085108278,0.052712569296392,-0.0987507057231824,-0.0061958665087466,dissim-22,silhouette-1,dim-3,std
14689,dissim-13 bd2 dim-1 std,0.0894597845117669,0.1452206750458989,0.0669662399395338,-0.0557608905341319,0.0224935445722331,dissim-13,bd2,dim-1,std
8399,channel-39 bd2 dim-2 norm-2,0.0745314999116361,0.1452001808760216,0.0709109942231859,-0.0706686809643854,0.0036205056884502,channel-39,bd2,dim-2,norm-2
19092,dissim-23 amplitude-landscape-1-2 dim-2,0.1221757104827014,0.1451835460935682,0.1188894272216713,-0.0230078356108668,0.00328628326103,dissim-23,amplitude-landscape-1-2,dim-2,
8803,dissim-0 bd2 dim-1 median,0.0710176436754106,0.1451198347302056,0.0651759728930018,-0.0741021910547949,0.0058416707824088,dissim-0,bd2,dim-1,median
4099,channel-19 amplitude-betti-2 dim-2,0.0689191827002578,0.1451043068664385,0.0670606924354891,-0.0761851241661806,0.0018584902647687,channel-19,amplitude-betti-2,dim-2,
3768,channel-17 bd2 dim-1 norm-2,0.1540752121798671,0.1450742037799661,0.1572085828529286,0.0090010083999009,-0.0031333706730615,channel-17,bd2,dim-1,norm-2
3318,channel-15 life dim-2 std,0.1133181745619758,0.1450406519331714,0.1206212140360996,-0.0317224773711956,-0.0073030394741238,channel-15,life,dim-2,std
18994,dissim-23 silhouette-2 dim-1 norm-2,0.0695113632501362,0.1450236011367068,0.0576148033164965,-0.0755122378865706,0.0118965599336396,dissim-23,silhouette-2,dim-1,norm-2
19133,dissim-23 amplitude-silhouette-2-2 dim-1,0.0695113632501362,0.1450236011367068,0.0576148033164965,-0.0755122378865706,0.0118965599336396,dissim-23,amplitude-silhouette-2-2,dim-1,
5338,channel-25 entropy dim-1,0.117427941163461,0.1449868060085707,0.1155884191466952,-0.0275588648451096,0.0018395220167658,channel-25,entropy,dim-1,
19406,overall entropy dim-3,0.1353605333317817,0.1449758020580107,0.1099026442021967,-0.0096152687262289,0.0254578891295849,overall,entropy,dim-3,
18948,dissim-23 silhouette-1 dim-2 skew,0.0892588674124783,0.1449473363204136,0.0927130707730307,-0.0556884689079352,-0.0034542033605524,dissim-23,silhouette-1,dim-2,skew
6887,channel-32 life dim-2 mean,0.0898039737876663,0.1449350323716132,0.0874843284628318,-0.0551310585839468,0.0023196453248345,channel-32,life,dim-2,mean
2607,channel-12 silhouette-2 dim-2 norm-2,0.0882893733231954,0.1449063212801716,0.0930853680940257,-0.0566169479569761,-0.0047959947708302,channel-12,silhouette-2,dim-2,norm-2
2661,channel-12 amplitude-silhouette-2-2 dim-2,0.0882893733231954,0.1449063212801716,0.0930853680940257,-0.0566169479569761,-0.0047959947708302,channel-12,amplitude-silhouette-2-2,dim-2,
3725,channel-17 life dim-1 max,0.0801069319884377,0.1448913177996281,0.0887122218694122,-0.0647843858111903,-0.0086052898809744,channel-17,life,dim-1,max
3662,channel-17 amplitude-bottleneck dim-1,0.0801069319884377,0.1448913177996281,0.0887122218694122,-0.0647843858111903,-0.0086052898809744,channel-17,amplitude-bottleneck,dim-1,
3594,channel-17 landscape dim-1 std,0.0679147002509058,0.1448580823863182,0.0883157197026238,-0.0769433821354123,-0.0204010194517179,channel-17,landscape,dim-1,std
7023,channel-33 amplitude-bottleneck dim-2,0.0790440599084182,0.1447814523888977,0.0715193538727586,-0.0657373924804795,0.0075247060356595,channel-33,amplitude-bottleneck,dim-2,
7096,channel-33 life dim-2 max,0.0790440599084182,0.1447814523888977,0.0715193538727586,-0.0657373924804795,0.0075247060356595,channel-33,life,dim-2,max
1503,channel-7 landscape dim-2 max,0.1143527384996885,0.1447740907902018,0.1200999554825544,-0.0304213522905132,-0.0057472169828659,channel-7,landscape,dim-2,max
14863,dissim-14 silhouette-1 dim-2 max,0.0636101337448483,0.1447643487501333,0.0553205468680761,-0.081154215005285,0.0082895868767721,dissim-14,silhouette-1,dim-2,max
14524,dissim-13 amplitude-bottleneck norm-1,0.0724793057546012,0.1447519569862952,0.0615571325012611,-0.072272651231694,0.01092217325334,dissim-13,amplitude-bottleneck,norm-1,
2721,channel-12 bd2 dim-2 std,0.0929069951582145,0.1446911538976461,0.0904128256977848,-0.0517841587394315,0.0024941694604296,channel-12,bd2,dim-2,std
13359,dissim-10 bd2 dim-3 norm-1,0.0707411234140762,0.1446832946700587,0.0654606112055766,-0.0739421712559824,0.0052805122084995,dissim-10,bd2,dim-3,norm-1
13353,dissim-10 bd2 dim-3 sum,0.0707411234140762,0.1446832946700587,0.0654606112055766,-0.0739421712559824,0.0052805122084995,dissim-10,bd2,dim-3,sum
14680,dissim-13 bd2 all percentile-25,0.0767386888012297,0.1446585982296288,0.0614431582882122,-0.0679199094283991,0.0152955305130174,dissim-13,bd2,all,percentile-25
6966,channel-33 landscape dim-2 sum,0.0870220881272379,0.1446237396517188,0.0782547899865894,-0.0576016515244808,0.0087672981406485,channel-33,landscape,dim-2,sum
7043,channel-33 amplitude-landscape-1-1 dim-2,0.0870220881272379,0.1446237396517188,0.0782547899865894,-0.0576016515244808,0.0087672981406485,channel-33,amplitude-landscape-1-1,dim-2,
6964,channel-33 landscape dim-2 mean,0.0870220881272379,0.1446237396517188,0.0782547899865894,-0.0576016515244808,0.0087672981406485,channel-33,landscape,dim-2,mean
6972,channel-33 landscape dim-2 norm-1,0.0870220881272379,0.1446237396517188,0.0782547899865894,-0.0576016515244808,0.0087672981406485,channel-33,landscape,dim-2,norm-1
5537,channel-26 silhouette-2 dim-2 max,0.0670631904094558,0.1446202856760428,0.0805422892692596,-0.077557095266587,-0.0134790988598037,channel-26,silhouette-2,dim-2,max
696,channel-3 silhouette-2 dim-1 max,0.1126883435568347,0.1445582383672641,0.1094773215167897,-0.0318698948104294,0.003211022040045,channel-3,silhouette-2,dim-1,max
7723,channel-36 life dim-1 skew,0.1108359456617953,0.1445432532106126,0.104100529523635,-0.0337073075488172,0.0067354161381603,channel-36,life,dim-1,skew
19292,overall betti dim-2 norm-1,0.1324452813516101,0.1445419286525243,0.0747927020518698,-0.0120966473009141,0.0576525792997403,overall,betti,dim-2,norm-1
2785,channel-13 silhouette-1 dim-2 max,0.1014847815548212,0.1445198715807078,0.1134854610856291,-0.0430350900258866,-0.0120006795308078,channel-13,silhouette-1,dim-2,max
3700,channel-17 amplitude-silhouette-1-1 norm-1,0.0772895904513003,0.144501372627201,0.0937729247702972,-0.0672117821759006,-0.0164833343189969,channel-17,amplitude-silhouette-1-1,norm-1,
8037,channel-38 silhouette-1 dim-2 std,0.0688993259801865,0.1444371172156355,0.0599648826040397,-0.075537791235449,0.0089344433761467,channel-38,silhouette-1,dim-2,std
1746,channel-8 silhouette-2 dim-1 max,0.1069129918261844,0.1443688203816013,0.0956052353889492,-0.0374558285554168,0.0113077564372352,channel-8,silhouette-2,dim-1,max
8269,channel-39 silhouette-2 dim-2 std,0.0857006047928853,0.1443673289715604,0.0872007857269657,-0.058666724178675,-0.0015001809340803,channel-39,silhouette-2,dim-2,std
8181,channel-38 bd2 dim-2 std,0.0769130063821734,0.1443542411594151,0.0979361024467967,-0.0674412347772416,-0.0210230960646232,channel-38,bd2,dim-2,std
5656,channel-26 bd2 dim-1 skew,0.0833168521849975,0.1443246770298327,0.0836495729578627,-0.0610078248448351,-0.0003327207728651,channel-26,bd2,dim-1,skew
6995,channel-33 silhouette-1 dim-2 norm-2,0.0985183113475232,0.1443225470871501,0.0873224814205267,-0.0458042357396268,0.0111958299269964,channel-33,silhouette-1,dim-2,norm-2
7067,channel-33 amplitude-silhouette-2-1 dim-2,0.0985183113475232,0.1443225470871501,0.0873224814205267,-0.0458042357396268,0.0111958299269964,channel-33,amplitude-silhouette-2-1,dim-2,
7570,channel-36 betti dim-1 norm-2,0.0795985158604846,0.1443165850317384,0.0775208640352965,-0.0647180691712537,0.002077651825188,channel-36,betti,dim-1,norm-2
7562,channel-36 betti dim-1 std,0.0795985158604846,0.1443165850317384,0.0775208640352965,-0.0647180691712537,0.002077651825188,channel-36,betti,dim-1,std
4063,channel-19 silhouette-2 dim-1 kurtosis,0.1176164740845887,0.1442920080673755,0.1124458018969863,-0.0266755339827867,0.0051706721876024,channel-19,silhouette-2,dim-1,kurtosis
2550,channel-12 landscape dim-1 skew,0.1104352590319946,0.1442917199608598,0.1156043197833702,-0.0338564609288651,-0.0051690607513755,channel-12,landscape,dim-1,skew
11205,dissim-6 landscape dim-3 norm-2,0.0376261211540251,0.1442452123020709,0.0465057674927959,-0.1066190911480457,-0.0088796463387707,dissim-6,landscape,dim-3,norm-2
11399,dissim-6 amplitude-landscape-2-1 dim-3,0.0376261211540251,0.1442452123020709,0.0465057674927959,-0.1066190911480457,-0.0088796463387707,dissim-6,amplitude-landscape-2-1,dim-3,
2561,channel-12 landscape dim-2 skew,0.0601877080599057,0.1442211317911484,0.0673273477305644,-0.0840334237312426,-0.0071396396706587,channel-12,landscape,dim-2,skew
3451,channel-16 numberofpoints dim-2,0.1020356002242866,0.1442013741442972,0.0806714995397704,-0.0421657739200105,0.0213641006845161,channel-16,numberofpoints,dim-2,
4918,channel-23 entropy dim-1,0.0854674004716467,0.1441611293915359,0.1054526471157057,-0.0586937289198892,-0.0199852466440589,channel-23,entropy,dim-1,
12874,dissim-9 bd2 all norm-2,0.0786432096141183,0.144133944864529,0.0788404934536051,-0.0654907352504106,-0.0001972838394867,dissim-9,bd2,all,norm-2
2683,channel-12 life dim-1 skew,0.1286290997886579,0.1441261566828707,0.0920852296011807,-0.0154970568942127,0.0365438701874771,channel-12,life,dim-1,skew
3760,channel-17 bd2 dim-1 std,0.0789692234011639,0.1440879424415008,0.096094233980993,-0.0651187190403369,-0.017125010579829,channel-17,bd2,dim-1,std
1603,channel-7 amplitude-silhouette-1-2 dim-2,0.1013683823355225,0.1440706562263174,0.1217764591155865,-0.0427022738907948,-0.020408076780064,channel-7,amplitude-silhouette-1-2,dim-2,
1556,channel-7 silhouette-2 dim-2 norm-1,0.1013683823355225,0.1440706562263174,0.1217764591155865,-0.0427022738907948,-0.020408076780064,channel-7,silhouette-2,dim-2,norm-1
1548,channel-7 silhouette-2 dim-2 mean,0.1013683823355225,0.1440706562263174,0.1217764591155865,-0.0427022738907948,-0.020408076780064,channel-7,silhouette-2,dim-2,mean
1550,channel-7 silhouette-2 dim-2 sum,0.1013683823355225,0.1440706562263174,0.1217764591155865,-0.0427022738907948,-0.020408076780064,channel-7,silhouette-2,dim-2,sum
3206,channel-15 silhouette-1 dim-2 mean,0.0987055550421176,0.143998267929802,0.1164804821856697,-0.0452927128876843,-0.017774927143552,channel-15,silhouette-1,dim-2,mean
3279,channel-15 amplitude-silhouette-1-1 dim-2,0.0987055550421176,0.143998267929802,0.1164804821856697,-0.0452927128876843,-0.017774927143552,channel-15,amplitude-silhouette-1-1,dim-2,
3214,channel-15 silhouette-1 dim-2 norm-1,0.0987055550421176,0.143998267929802,0.1164804821856697,-0.0452927128876843,-0.017774927143552,channel-15,silhouette-1,dim-2,norm-1
3208,channel-15 silhouette-1 dim-2 sum,0.0987055550421176,0.143998267929802,0.1164804821856697,-0.0452927128876843,-0.017774927143552,channel-15,silhouette-1,dim-2,sum
4938,channel-23 amplitude-betti-2 dim-1,0.0810695067549753,0.1439752881760906,0.0848585311148814,-0.0629057814211153,-0.003789024359906,channel-23,amplitude-betti-2,dim-1,
7401,channel-35 silhouette-1 dim-1 kurtosis,0.1123201644457329,0.1439345447662633,0.1087122364375449,-0.0316143803205304,0.0036079280081879,channel-35,silhouette-1,dim-1,kurtosis
5818,channel-27 life all percentile-25,0.0963920024025724,0.143921914538399,0.0853522762765403,-0.0475299121358265,0.011039726126032,channel-27,life,all,percentile-25
10989,dissim-5 life all sum,0.0936151311990533,0.1439014970840253,0.0973320896781203,-0.050286365884972,-0.003716958479067,dissim-5,life,all,sum
10907,dissim-5 amplitude-wasserstein-1 norm-1,0.0936151311990533,0.1439014970840253,0.0973320896781203,-0.050286365884972,-0.003716958479067,dissim-5,amplitude-wasserstein-1,norm-1,
10995,dissim-5 life all norm-1,0.0936151311990533,0.1439014970840253,0.0973320896781203,-0.050286365884972,-0.003716958479067,dissim-5,life,all,norm-1
3766,channel-17 bd2 dim-1 skew,0.0461544844136702,0.1438953233427988,0.0450890700468248,-0.0977408389291286,0.0010654143668453,channel-17,bd2,dim-1,skew
9212,dissim-1 life dim-3 median,0.0493481179941002,0.1438771571432846,0.0442161924293127,-0.0945290391491843,0.0051319255647875,dissim-1,life,dim-3,median
7195,channel-34 silhouette-1 dim-2 max,0.1002011802816559,0.1438624771095444,0.0963011387688709,-0.0436612968278884,0.0039000415127849,channel-34,silhouette-1,dim-2,max
18791,dissim-22 bd2 dim-3 median,0.0499132978230206,0.1438489489731292,0.0523576467579841,-0.0939356511501086,-0.0024443489349634,dissim-22,bd2,dim-3,median
4152,channel-19 life dim-1 kurtosis,0.0818462911972346,0.1438458222926495,0.067896483895996,-0.0619995310954149,0.0139498073012385,channel-19,life,dim-1,kurtosis
